Product_ID,Product_Name,Brand,Category,Price,Discount_Percentage,Seller_ID,Seller_Rating,Total_Sales,Return_Rate,Seller_Verified,Customer_Reviews,Review_Sentiment,Product_Rating,Number_of_Reviews,Image_Similarity_Score,Logo_Recognition,Watermark_Detection,Manufacturing_Country,QR_Code_Availability,Reported_As_Fake_By_Users,Price_Anomaly,Keyword_Mismatch,Fraudulent_Seller_Flag,Is_Counterfeit
P0139,Apple iPhone,Ray-Ban,Electronics,10016,43,S0139,4.1,795,0.02,No,Worth the price.,Neutral,4.7,1385,0.9,No,Yes,Vietnam,Yes,453,No,Yes,No,1
P0140,Adidas T-Shirt,Adidas,Accessories,2896,14,S0140,1.5,6149,0.09,No,Suspicious branding on packaging.,Neutral,4.9,1398,0.2,No,No,Germany,No,102,No,No,Yes,0
P0141,Nike Shoes,Ray-Ban,Accessories,84582,42,S0141,2.6,6354,0.43,No,Not the original product.,Negative,3.3,554,0.02,Yes,Yes,Vietnam,No,480,Yes,Yes,Yes,0
P0142,Adidas T-Shirt,Adidas,Clothing,19629,47,S0142,4.4,2426,0.14,No,Worth the price.,Neutral,1.6,2351,0.86,No,No,China,No,54,No,No,No,1
P0143,Ray-Ban Sunglasses,Adidas,Shoes,2091,69,S0143,2.5,8998,0.48,No,Packaging looks authentic.,Neutral,2.5,4517,0.58,No,No,USA,Yes,256,Yes,No,Yes,0
P0144,Ray-Ban Sunglasses,Rolex,Clothing,11803,45,S0144,3.3,4164,0.29,No,I love this product!,Neutral,4.2,1270,0.89,Yes,No,USA,No,100,Yes,No,No,1
P0145,Ray-Ban Sunglasses,Adidas,Shoes,31061,42,S0145,3.4,5629,0.22,No,Definitely a counterfeit item.,Neutral,2.5,1261,0.6,Yes,No,Vietnam,No,197,No,No,Yes,0
P0146,Ray-Ban Sunglasses,Apple,Accessories,72219,20,S0146,1.7,1946,0.29,Yes,Would not recommend this seller.,Neutral,1.3,185,0.81,Yes,Yes,India,No,300,Yes,Yes,Yes,1
P0147,Ray-Ban Sunglasses,Rolex,Accessories,92608,22,S0147,2.4,3817,0.26,Yes,Worth the price.,Neutral,3.2,4564,0.43,No,No,India,No,225,No,Yes,No,0
P0148,Rolex Watch,Adidas,Accessories,86731,46,S0148,2.3,7161,0.38,No,I love this product!,Neutral,4.4,2411,0.75,No,No,Vietnam,No,430,Yes,Yes,No,0
P0149,Apple iPhone,Nike,Clothing,7814,14,S0149,1.1,9503,0.14,No,Not the original product.,Neutral,4.2,4432,0.91,No,No,China,No,462,No,No,No,1
P0150,Ray-Ban Sunglasses,Apple,Electronics,20123,24,S0150,1.1,3246,0.18,Yes,Not the original product.,Negative,1.7,2210,0.57,No,No,India,Yes,236,Yes,Yes,No,1
P0151,Nike Shoes,Apple,Electronics,68175,35,S0151,4.3,2362,0.45,No,Seller is reliable and product is genuine.,Positive,3.7,3673,0.18,No,Yes,Vietnam,Yes,25,Yes,Yes,Yes,1
P0152,Nike Shoes,Apple,Accessories,97326,50,S0152,2.1,1942,0.47,No,Seller is reliable and product is genuine.,Negative,1.9,4684,0.27,No,Yes,China,No,120,No,Yes,No,0
P0153,Nike Shoes,Rolex,Electronics,65582,14,S0153,3.1,8566,0.45,Yes,Looks fake compared to original.,Neutral,1.9,1882,0.2,Yes,No,China,No,397,Yes,Yes,Yes,1
P0154,Nike Shoes,Adidas,Electronics,84124,67,S0154,2.2,4926,0.21,Yes,Best deal in the market!,Neutral,4.5,4297,0.25,Yes,No,Germany,Yes,181,No,No,Yes,1
P0155,Rolex Watch,Adidas,Clothing,33630,20,S0155,4.8,5508,0.39,Yes,Great quality product!,Neutral,2.0,522,0.31,No,No,China,Yes,198,Yes,No,Yes,0
P0156,Nike Shoes,Nike,Shoes,52256,12,S0156,2.0,956,0.24,No,Worth the price.,Neutral,2.1,1888,0.56,No,Yes,India,Yes,301,Yes,Yes,Yes,1
P0157,Ray-Ban Sunglasses,Nike,Accessories,98124,18,S0157,2.7,9579,0.25,No,The product stopped working in 2 days.,Neutral,1.0,2553,0.59,No,Yes,India,No,254,Yes,Yes,Yes,1
P0158,Adidas T-Shirt,Apple,Accessories,26792,33,S0158,4.5,1449,0.1,Yes,Great quality product!,Neutral,4.5,3810,0.43,No,Yes,Vietnam,No,121,No,Yes,Yes,1
P0159,Nike Shoes,Nike,Clothing,86706,67,S0159,4.4,7740,0.3,Yes,Definitely a counterfeit item.,Neutral,4.2,4884,0.62,No,Yes,Vietnam,No,30,No,No,No,0
P0160,Rolex Watch,Rolex,Clothing,69774,51,S0160,1.7,4867,0.09,No,I love this product!,Neutral,3.5,4156,0.08,Yes,Yes,China,No,471,No,No,Yes,0
P0161,Rolex Watch,Adidas,Electronics,2969,26,S0161,4.2,350,0.17,Yes,Looks fake compared to original.,Neutral,4.0,4674,0.09,Yes,No,USA,Yes,314,No,No,Yes,0
P0162,Nike Shoes,Apple,Accessories,54447,28,S0162,2.8,392,0.43,No,Seller is reliable and product is genuine.,Neutral,1.6,4417,0.17,No,Yes,Germany,Yes,478,No,Yes,Yes,1
P0163,Adidas T-Shirt,Nike,Shoes,23034,27,S0163,2.9,9758,0.1,No,Definitely a counterfeit item.,Neutral,2.8,3480,0.52,Yes,Yes,USA,Yes,284,Yes,No,No,0
P0164,Nike Shoes,Rolex,Clothing,64120,34,S0164,1.5,8501,0.04,Yes,The product stopped working in 2 days.,Neutral,2.4,1410,0.21,No,No,China,Yes,105,Yes,No,No,1
P0165,Rolex Watch,Rolex,Shoes,49374,7,S0165,1.3,148,0.03,Yes,The product stopped working in 2 days.,Negative,1.4,1695,0.28,No,Yes,China,No,223,No,No,Yes,1
P0166,Apple iPhone,Nike,Shoes,50208,15,S0166,3.9,368,0.47,No,I love this product!,Neutral,2.9,4665,0.4,No,Yes,USA,No,272,Yes,No,No,1
P0167,Ray-Ban Sunglasses,Adidas,Accessories,75053,35,S0167,3.0,4941,0.25,Yes,Best deal in the market!,Neutral,4.7,527,0.81,Yes,Yes,Germany,Yes,397,Yes,No,Yes,0
P0168,Rolex Watch,Nike,Accessories,68844,29,S0168,2.7,9724,0.2,Yes,Packaging looks authentic.,Neutral,1.2,2661,0.01,Yes,No,USA,Yes,231,Yes,Yes,No,0
P0169,Nike Shoes,Apple,Clothing,49638,17,S0169,3.9,3466,0.41,Yes,Best deal in the market!,Neutral,2.2,2173,0.65,No,Yes,Vietnam,Yes,419,Yes,Yes,Yes,1
P0170,Ray-Ban Sunglasses,Nike,Accessories,54802,1,S0170,4.1,1637,0.42,Yes,Great quality product!,Negative,1.8,4967,0.67,Yes,No,India,Yes,255,No,Yes,No,1
P0171,Nike Shoes,Rolex,Accessories,48138,48,S0171,1.6,9505,0.17,No,Suspicious branding on packaging.,Neutral,2.0,280,0.8,Yes,No,Vietnam,Yes,441,Yes,Yes,No,0
P0172,Nike Shoes,Nike,Accessories,78749,3,S0172,3.4,6636,0.35,No,Seller is reliable and product is genuine.,Neutral,4.6,2965,0.93,No,Yes,India,No,495,No,No,No,0
P0173,Apple iPhone,Adidas,Shoes,3219,6,S0173,1.5,5014,0.39,No,Not the original product.,Negative,2.9,3978,0.02,Yes,Yes,China,No,23,No,Yes,Yes,0
P0174,Ray-Ban Sunglasses,Ray-Ban,Clothing,23390,38,S0174,4.0,9336,0.33,No,Satisfactory purchase.,Neutral,2.9,2670,0.15,Yes,Yes,Germany,Yes,108,Yes,Yes,Yes,1
P0175,Ray-Ban Sunglasses,Nike,Electronics,77736,12,S0175,3.6,6662,0.08,Yes,I love this product!,Neutral,4.0,2894,0.89,No,Yes,USA,Yes,190,No,Yes,Yes,0
P0176,Apple iPhone,Adidas,Shoes,37009,30,S0176,4.8,6426,0.44,Yes,Worth the price.,Positive,1.6,1752,0.46,No,No,Germany,Yes,346,Yes,No,No,0
P0177,Rolex Watch,Adidas,Accessories,43034,62,S0177,1.3,3180,0.27,No,Definitely a counterfeit item.,Neutral,2.9,3982,0.56,Yes,Yes,USA,No,24,Yes,Yes,No,0
P0178,Nike Shoes,Rolex,Shoes,92741,55,S0178,1.2,3845,0.14,No,The product stopped working in 2 days.,Neutral,2.7,4770,0.66,No,No,Vietnam,No,186,Yes,No,Yes,1
P0179,Adidas T-Shirt,Adidas,Accessories,19287,41,S0179,2.1,8027,0.21,Yes,Not the original product.,Neutral,3.4,2362,0.68,Yes,No,Vietnam,No,287,No,No,No,0
P0180,Nike Shoes,Adidas,Accessories,49345,60,S0180,2.0,2161,0.02,No,Highly recommended!,Neutral,5.0,4428,0.93,No,No,USA,Yes,115,No,No,Yes,1
P0181,Nike Shoes,Adidas,Shoes,58432,41,S0181,2.0,9439,0.06,No,Definitely a counterfeit item.,Neutral,4.1,4132,1.0,No,No,Germany,No,337,No,Yes,Yes,1
P0182,Rolex Watch,Adidas,Clothing,92624,55,S0182,4.6,6915,0.38,Yes,Suspicious branding on packaging.,Neutral,2.6,1709,0.72,No,No,USA,Yes,365,Yes,No,Yes,1
P0183,Nike Shoes,Apple,Accessories,92159,35,S0183,2.0,2844,0.0,No,Packaging looks authentic.,Neutral,4.3,2687,0.29,No,Yes,China,No,401,Yes,Yes,Yes,0
P0184,Apple iPhone,Apple,Clothing,33562,67,S0184,2.1,9200,0.21,Yes,Suspicious branding on packaging.,Neutral,1.7,2896,0.88,Yes,No,Vietnam,No,36,Yes,Yes,No,0
P0185,Apple iPhone,Rolex,Electronics,76213,6,S0185,4.0,2577,0.26,Yes,Suspicious branding on packaging.,Neutral,1.1,4536,0.05,No,No,China,No,281,No,Yes,No,0
P0186,Ray-Ban Sunglasses,Nike,Accessories,87763,53,S0186,2.8,1317,0.03,No,Seller is reliable and product is genuine.,Neutral,1.8,2777,0.23,No,Yes,Vietnam,Yes,136,Yes,No,No,1
P0187,Adidas T-Shirt,Adidas,Clothing,96256,0,S0187,4.1,8858,0.49,Yes,I love this product!,Neutral,2.4,1120,0.9,No,Yes,Vietnam,Yes,226,Yes,No,Yes,0
P0188,Nike Shoes,Nike,Clothing,60961,43,S0188,1.3,2670,0.11,No,Packaging looks authentic.,Neutral,3.0,2989,0.26,Yes,No,India,No,319,No,Yes,No,1
P0189,Nike Shoes,Nike,Electronics,75918,44,S0189,3.0,3740,0.15,Yes,Highly recommended!,Neutral,3.5,4260,0.22,Yes,No,China,Yes,327,No,No,Yes,0
P0190,Rolex Watch,Rolex,Clothing,67172,46,S0190,1.1,6217,0.15,No,Cheap materials used.,Neutral,4.6,4244,0.14,No,Yes,China,Yes,403,No,No,Yes,0
P0191,Apple iPhone,Adidas,Clothing,35332,12,S0191,1.3,3172,0.12,No,I love this product!,Neutral,3.0,195,0.86,No,No,India,Yes,181,Yes,No,Yes,0
P0192,Adidas T-Shirt,Adidas,Electronics,32466,21,S0192,4.6,1150,0.0,No,Best deal in the market!,Positive,3.0,663,0.5,No,Yes,Germany,Yes,361,Yes,Yes,Yes,0
P0193,Ray-Ban Sunglasses,Ray-Ban,Accessories,73045,20,S0193,1.6,8468,0.36,Yes,The logo is slightly different.,Negative,1.2,480,0.67,No,Yes,China,Yes,85,Yes,No,Yes,1
P0194,Apple iPhone,Nike,Clothing,13487,8,S0194,3.1,1718,0.48,Yes,Not the original product.,Neutral,1.1,4219,0.24,No,No,USA,Yes,466,No,No,Yes,1
P0195,Ray-Ban Sunglasses,Nike,Clothing,37811,25,S0195,2.6,3640,0.11,No,Satisfactory purchase.,Neutral,3.2,1424,0.76,No,Yes,India,Yes,413,No,Yes,No,1
P0196,Rolex Watch,Apple,Clothing,32075,8,S0196,2.4,3221,0.33,Yes,Cheap materials used.,Positive,2.8,2709,0.76,Yes,No,China,No,52,No,No,No,1
P0197,Rolex Watch,Ray-Ban,Shoes,64352,14,S0197,4.6,6548,0.37,No,Definitely a counterfeit item.,Negative,4.4,3176,0.31,No,No,Germany,Yes,347,No,Yes,No,0
P0198,Nike Shoes,Apple,Electronics,1507,9,S0198,1.1,9712,0.42,No,Not the original product.,Neutral,1.6,3815,0.41,No,No,China,Yes,354,Yes,No,No,1
P0199,Adidas T-Shirt,Apple,Shoes,71481,41,S0199,3.7,485,0.21,Yes,Not the original product.,Neutral,1.1,2015,0.21,No,Yes,Vietnam,No,234,Yes,No,Yes,1
P0200,Ray-Ban Sunglasses,Apple,Electronics,76742,23,S0200,4.9,7694,0.15,No,Would not recommend this seller.,Neutral,2.8,3790,0.98,No,No,USA,No,446,Yes,No,Yes,1
P0201,Apple iPhone,Rolex,Accessories,48017,48,S0201,3.2,9178,0.16,Yes,Definitely a counterfeit item.,Neutral,1.9,4806,0.65,No,Yes,India,No,266,Yes,No,No,0
P0202,Rolex Watch,Rolex,Accessories,29757,25,S0202,4.7,1217,0.36,No,Great quality product!,Positive,1.2,2444,0.93,No,No,Vietnam,No,286,Yes,No,No,1
P0203,Nike Shoes,Apple,Clothing,87772,36,S0203,1.2,1970,0.41,Yes,Would not recommend this seller.,Positive,3.9,912,0.3,Yes,No,Germany,Yes,432,Yes,No,No,1
P0204,Nike Shoes,Ray-Ban,Electronics,42707,67,S0204,2.7,567,0.09,No,Packaging looks authentic.,Neutral,1.4,3214,0.78,Yes,Yes,Vietnam,No,495,Yes,Yes,No,0
P0205,Ray-Ban Sunglasses,Nike,Accessories,13781,49,S0205,2.0,892,0.19,No,Great quality product!,Neutral,3.4,2365,0.77,Yes,No,Vietnam,No,486,Yes,No,No,0
P0206,Rolex Watch,Ray-Ban,Electronics,61746,23,S0206,3.9,4771,0.45,Yes,Satisfactory purchase.,Neutral,2.1,3630,0.69,Yes,No,Germany,Yes,99,No,No,No,1
P0207,Adidas T-Shirt,Adidas,Accessories,1935,18,S0207,4.9,5877,0.4,No,Worth the price.,Neutral,1.7,3473,0.97,Yes,Yes,Vietnam,Yes,477,No,No,No,1
P0208,Rolex Watch,Rolex,Shoes,99375,59,S0208,2.0,6973,0.49,No,Best deal in the market!,Neutral,2.5,681,0.39,Yes,Yes,India,Yes,86,Yes,Yes,No,0
P0209,Ray-Ban Sunglasses,Nike,Accessories,91857,38,S0209,3.6,7176,0.38,Yes,Would not recommend this seller.,Neutral,4.2,4652,0.13,No,Yes,China,No,402,No,Yes,Yes,1
P0210,Ray-Ban Sunglasses,Nike,Shoes,27160,17,S0210,1.8,7939,0.2,No,Satisfactory purchase.,Neutral,2.6,610,0.67,No,No,Vietnam,Yes,395,Yes,Yes,Yes,0
P0211,Rolex Watch,Adidas,Accessories,5584,18,S0211,3.3,5357,0.3,Yes,I love this product!,Neutral,4.0,2157,0.73,No,Yes,India,No,14,Yes,No,Yes,1
P0212,Ray-Ban Sunglasses,Adidas,Clothing,82697,35,S0212,2.9,7279,0.33,No,The product stopped working in 2 days.,Negative,1.5,3867,0.58,No,Yes,China,Yes,414,No,No,Yes,1
P0213,Rolex Watch,Apple,Shoes,14007,54,S0213,4.9,9812,0.04,Yes,Packaging looks authentic.,Neutral,4.1,372,0.21,No,No,China,Yes,426,Yes,Yes,No,1
P0214,Apple iPhone,Rolex,Accessories,73095,68,S0214,3.4,8135,0.27,No,I love this product!,Neutral,1.9,616,0.5,No,Yes,Vietnam,No,100,Yes,Yes,Yes,1
P0215,Rolex Watch,Rolex,Clothing,84307,46,S0215,2.4,2464,0.35,No,Packaging looks authentic.,Neutral,3.7,2254,0.31,Yes,No,India,Yes,164,Yes,Yes,No,1
P0216,Rolex Watch,Ray-Ban,Shoes,46039,48,S0216,1.5,4504,0.08,No,Worth the price.,Neutral,3.3,4943,0.43,No,No,Vietnam,Yes,462,Yes,No,Yes,0
P0217,Ray-Ban Sunglasses,Apple,Clothing,7991,32,S0217,1.6,1956,0.39,Yes,Would not recommend this seller.,Positive,4.7,4139,0.65,Yes,Yes,Germany,Yes,28,Yes,Yes,No,0
P0218,Ray-Ban Sunglasses,Apple,Electronics,50692,20,S0218,1.9,2818,0.29,Yes,Worth the price.,Neutral,2.5,865,0.75,Yes,No,China,Yes,113,Yes,No,No,1
P0219,Nike Shoes,Apple,Electronics,80895,21,S0219,2.0,6652,0.48,Yes,Not the original product.,Neutral,1.3,1269,0.23,No,Yes,Vietnam,Yes,106,Yes,No,Yes,1
P0220,Nike Shoes,Apple,Shoes,64388,47,S0220,4.4,3835,0.02,Yes,Definitely a counterfeit item.,Neutral,1.1,785,0.41,No,Yes,China,No,409,No,No,Yes,1
P0221,Apple iPhone,Rolex,Accessories,74109,36,S0221,3.2,3546,0.13,No,The product stopped working in 2 days.,Neutral,4.3,4572,0.27,No,Yes,India,No,363,No,Yes,No,0
P0222,Nike Shoes,Rolex,Shoes,9577,14,S0222,3.1,6078,0.3,No,Looks fake compared to original.,Neutral,3.1,4179,0.2,No,Yes,USA,Yes,129,Yes,No,No,0
P0223,Rolex Watch,Apple,Clothing,21453,34,S0223,1.5,3812,0.15,Yes,Looks fake compared to original.,Neutral,4.1,2238,0.78,No,No,Vietnam,No,83,No,Yes,No,0
P0224,Ray-Ban Sunglasses,Ray-Ban,Accessories,77419,31,S0224,4.4,4709,0.36,Yes,The logo is slightly different.,Neutral,1.9,4055,0.91,No,No,Vietnam,No,270,Yes,Yes,Yes,0
P0225,Nike Shoes,Nike,Electronics,68389,10,S0225,3.9,1980,0.38,Yes,Worth the price.,Neutral,2.4,4896,0.37,No,Yes,China,No,243,Yes,Yes,Yes,0
P0226,Nike Shoes,Nike,Accessories,24321,9,S0226,1.3,5816,0.05,No,Suspicious branding on packaging.,Neutral,1.1,936,0.75,Yes,Yes,India,Yes,387,Yes,Yes,No,0
P0227,Apple iPhone,Ray-Ban,Electronics,38067,56,S0227,3.8,6152,0.26,Yes,Great quality product!,Neutral,4.8,3981,0.9,No,No,Germany,Yes,213,Yes,No,Yes,0
P0228,Apple iPhone,Apple,Accessories,25360,24,S0228,3.2,2829,0.25,Yes,Highly recommended!,Negative,3.7,2339,0.85,No,Yes,India,Yes,305,No,No,No,0
P0229,Rolex Watch,Rolex,Accessories,21695,1,S0229,1.3,9104,0.18,No,Cheap materials used.,Neutral,4.7,326,0.18,Yes,No,Vietnam,No,165,No,No,Yes,1
P0230,Ray-Ban Sunglasses,Nike,Accessories,77975,63,S0230,2.8,374,0.47,No,Packaging looks authentic.,Positive,2.1,1535,0.96,No,Yes,Germany,No,278,No,No,Yes,0
P0231,Apple iPhone,Adidas,Clothing,91374,34,S0231,2.9,4268,0.41,Yes,Satisfactory purchase.,Neutral,3.4,3481,0.38,No,No,India,Yes,58,No,Yes,Yes,0
P0232,Nike Shoes,Adidas,Clothing,87766,6,S0232,1.7,3129,0.35,No,Worth the price.,Neutral,3.7,3862,0.34,Yes,No,USA,Yes,89,Yes,Yes,Yes,0
P0233,Ray-Ban Sunglasses,Ray-Ban,Shoes,21927,17,S0233,4.8,1873,0.36,Yes,I love this product!,Neutral,2.3,1986,0.06,No,No,China,No,370,No,Yes,Yes,0
P0234,Ray-Ban Sunglasses,Apple,Shoes,27583,66,S0234,4.4,125,0.23,No,Cheap materials used.,Neutral,4.4,4933,0.49,No,Yes,India,No,330,Yes,Yes,No,1
P0235,Nike Shoes,Nike,Electronics,87546,41,S0235,3.7,7094,0.46,Yes,Highly recommended!,Neutral,4.8,4604,0.11,No,Yes,India,Yes,411,Yes,No,No,0
P0236,Apple iPhone,Apple,Clothing,57872,38,S0236,2.8,8026,0.35,Yes,Not the original product.,Neutral,4.5,2779,0.25,No,Yes,USA,No,193,No,Yes,Yes,1
P0237,Nike Shoes,Nike,Electronics,44564,40,S0237,2.6,2394,0.36,Yes,Great quality product!,Neutral,4.0,1271,0.32,No,Yes,Vietnam,No,122,Yes,No,No,1
P0238,Ray-Ban Sunglasses,Ray-Ban,Shoes,8313,23,S0238,3.6,3945,0.43,Yes,Not the original product.,Neutral,2.1,641,0.81,No,Yes,China,No,135,No,Yes,No,1
P0239,Adidas T-Shirt,Ray-Ban,Electronics,32098,59,S0239,3.2,7752,0.14,No,Would not recommend this seller.,Neutral,2.1,4704,0.88,Yes,No,India,No,412,No,Yes,Yes,0
P0240,Adidas T-Shirt,Adidas,Shoes,93606,45,S0240,1.2,5452,0.4,No,Seller is reliable and product is genuine.,Neutral,4.9,4079,0.3,No,No,Germany,No,138,No,Yes,No,0
P0241,Rolex Watch,Apple,Clothing,27582,18,S0241,3.1,2500,0.1,No,Definitely a counterfeit item.,Neutral,1.0,4662,0.86,No,No,India,No,228,No,Yes,Yes,0
P0242,Nike Shoes,Adidas,Accessories,29741,67,S0242,4.2,6990,0.17,No,I love this product!,Neutral,3.9,1368,0.86,Yes,No,China,No,273,No,No,No,1
P0243,Nike Shoes,Apple,Clothing,96714,41,S0243,2.8,9144,0.17,Yes,Satisfactory purchase.,Neutral,3.8,4043,0.76,Yes,No,India,Yes,438,Yes,No,No,1
P0244,Rolex Watch,Adidas,Electronics,45069,31,S0244,1.2,7671,0.49,Yes,Definitely a counterfeit item.,Neutral,3.5,2576,0.15,No,No,USA,Yes,49,No,No,No,1
P0245,Rolex Watch,Rolex,Electronics,12245,38,S0245,4.1,1734,0.43,No,Worth the price.,Neutral,5.0,3604,0.69,Yes,No,India,No,397,No,No,No,1
P0246,Rolex Watch,Rolex,Clothing,26529,35,S0246,1.8,8192,0.35,No,Cheap materials used.,Negative,2.2,1582,0.95,No,Yes,India,No,117,Yes,Yes,No,0
P0247,Ray-Ban Sunglasses,Rolex,Clothing,13525,35,S0247,2.0,2777,0.36,No,I love this product!,Neutral,2.4,1987,0.68,No,No,Germany,No,201,No,Yes,No,0
P0248,Nike Shoes,Rolex,Shoes,14788,2,S0248,1.7,1147,0.28,No,The logo is slightly different.,Neutral,1.3,2241,0.33,Yes,Yes,USA,Yes,482,No,No,No,0
P0249,Ray-Ban Sunglasses,Nike,Electronics,89686,7,S0249,2.3,4127,0.47,No,Definitely a counterfeit item.,Negative,2.8,3967,0.5,No,No,USA,Yes,392,Yes,No,Yes,1
P0250,Rolex Watch,Rolex,Electronics,7040,69,S0250,4.0,3430,0.25,Yes,Satisfactory purchase.,Neutral,2.0,2106,0.65,No,No,India,No,482,Yes,Yes,Yes,1
P0251,Nike Shoes,Ray-Ban,Clothing,98268,40,S0251,3.1,5855,0.19,Yes,Satisfactory purchase.,Negative,2.4,129,0.51,Yes,Yes,Germany,Yes,394,No,Yes,Yes,0
P0252,Ray-Ban Sunglasses,Ray-Ban,Accessories,82458,67,S0252,1.8,4788,0.08,Yes,Definitely a counterfeit item.,Neutral,4.3,4802,0.12,Yes,No,India,No,190,Yes,No,Yes,0
P0253,Ray-Ban Sunglasses,Nike,Electronics,69378,12,S0253,4.5,3916,0.39,No,Worth the price.,Negative,4.7,3997,0.31,Yes,Yes,India,No,363,No,No,No,1
P0254,Rolex Watch,Rolex,Accessories,42346,48,S0254,4.5,3647,0.37,No,The logo is slightly different.,Neutral,1.7,852,0.8,Yes,No,China,No,459,Yes,No,No,0
P0255,Nike Shoes,Rolex,Clothing,76432,59,S0255,4.5,2963,0.19,No,Not the original product.,Neutral,2.5,4104,0.86,No,Yes,China,No,322,No,Yes,No,0
P0256,Rolex Watch,Rolex,Clothing,17982,1,S0256,2.0,5939,0.01,No,Worth the price.,Neutral,4.7,2077,0.14,Yes,No,Germany,No,180,No,No,Yes,1
P0257,Nike Shoes,Adidas,Shoes,23911,59,S0257,2.8,286,0.42,Yes,Great quality product!,Neutral,1.2,2995,0.95,Yes,Yes,Vietnam,No,422,No,No,Yes,1
P0258,Adidas T-Shirt,Apple,Electronics,51475,4,S0258,4.9,2009,0.01,Yes,Seller is reliable and product is genuine.,Neutral,1.4,3745,0.33,Yes,Yes,China,No,77,Yes,No,Yes,1
P0259,Apple iPhone,Adidas,Accessories,61045,43,S0259,4.1,1237,0.35,No,The logo is slightly different.,Neutral,1.7,2757,0.66,Yes,No,Vietnam,Yes,439,No,No,No,0
P0260,Apple iPhone,Apple,Shoes,79297,26,S0260,1.1,6347,0.49,Yes,I love this product!,Neutral,3.4,1645,0.75,Yes,No,USA,No,411,Yes,No,Yes,1
P0261,Apple iPhone,Rolex,Electronics,52807,31,S0261,1.3,3745,0.22,Yes,Looks fake compared to original.,Neutral,1.6,4372,0.81,No,Yes,China,Yes,74,No,Yes,No,0
P0262,Rolex Watch,Rolex,Shoes,3593,20,S0262,2.9,705,0.12,No,The product stopped working in 2 days.,Neutral,4.9,3145,0.95,Yes,No,China,No,294,No,No,Yes,0
P0263,Adidas T-Shirt,Adidas,Clothing,77758,7,S0263,4.6,9511,0.35,No,Would not recommend this seller.,Negative,2.8,243,0.31,No,Yes,Germany,No,280,No,Yes,No,1
P0264,Nike Shoes,Adidas,Electronics,22542,49,S0264,3.2,4162,0.41,No,Definitely a counterfeit item.,Neutral,3.0,4086,0.86,Yes,No,Vietnam,Yes,20,No,No,Yes,0
P0265,Ray-Ban Sunglasses,Apple,Shoes,53430,66,S0265,3.0,7911,0.27,No,I love this product!,Neutral,2.0,171,0.13,Yes,Yes,China,Yes,393,No,No,No,1
P0266,Nike Shoes,Ray-Ban,Shoes,44913,43,S0266,1.4,7480,0.48,No,Worth the price.,Neutral,2.9,653,0.71,Yes,No,China,No,170,Yes,No,Yes,1
P0267,Ray-Ban Sunglasses,Apple,Accessories,94123,57,S0267,3.6,7547,0.03,No,Suspicious branding on packaging.,Neutral,3.6,3513,0.74,Yes,Yes,Germany,Yes,14,Yes,Yes,Yes,0
P0268,Nike Shoes,Adidas,Shoes,98383,2,S0268,4.3,2851,0.25,Yes,Best deal in the market!,Positive,4.0,1500,0.68,Yes,No,Germany,No,210,Yes,Yes,No,0
P0269,Adidas T-Shirt,Adidas,Electronics,34256,69,S0269,2.5,4218,0.36,Yes,Not the original product.,Negative,4.0,2100,0.25,Yes,Yes,Vietnam,No,47,No,Yes,No,1
P0270,Ray-Ban Sunglasses,Nike,Electronics,53768,1,S0270,4.1,8743,0.43,No,Cheap materials used.,Neutral,3.3,2159,0.87,Yes,Yes,USA,Yes,85,No,No,Yes,1
P0271,Rolex Watch,Adidas,Accessories,39714,43,S0271,4.9,1098,0.09,Yes,The logo is slightly different.,Neutral,4.6,1973,0.17,Yes,No,USA,Yes,148,Yes,No,No,1
P0272,Nike Shoes,Nike,Electronics,82371,1,S0272,1.8,3373,0.4,No,Definitely a counterfeit item.,Neutral,4.3,3926,0.05,No,No,India,Yes,187,No,Yes,Yes,1
P0273,Nike Shoes,Ray-Ban,Clothing,29102,34,S0273,3.1,34,0.28,No,Suspicious branding on packaging.,Neutral,4.0,2259,0.72,Yes,Yes,China,Yes,371,No,Yes,No,1
P0274,Ray-Ban Sunglasses,Apple,Electronics,53831,29,S0274,2.1,9774,0.2,No,Cheap materials used.,Neutral,1.2,4040,0.48,No,Yes,Vietnam,No,491,No,No,Yes,1
P0275,Rolex Watch,Apple,Electronics,49401,7,S0275,4.2,6154,0.07,No,The logo is slightly different.,Neutral,1.0,2036,0.85,Yes,Yes,China,Yes,479,Yes,Yes,No,0
P0276,Rolex Watch,Nike,Shoes,63916,21,S0276,3.3,5678,0.43,Yes,The logo is slightly different.,Neutral,1.8,3272,0.38,No,Yes,Vietnam,Yes,305,Yes,No,Yes,0
P0277,Adidas T-Shirt,Apple,Shoes,32696,43,S0277,3.5,4246,0.08,No,Best deal in the market!,Neutral,3.7,858,0.17,Yes,No,Vietnam,Yes,150,Yes,Yes,Yes,0
P0278,Rolex Watch,Adidas,Electronics,6126,57,S0278,4.2,9969,0.15,Yes,Satisfactory purchase.,Neutral,2.6,3824,0.84,Yes,Yes,Vietnam,Yes,140,Yes,Yes,Yes,0
P0279,Rolex Watch,Rolex,Accessories,7924,35,S0279,2.6,8078,0.15,No,Suspicious branding on packaging.,Negative,2.6,1050,0.55,Yes,Yes,China,Yes,68,Yes,Yes,No,1
